accepted_name,sources,synonym_count,synonyms,synonyms_detailed,contested_synonym_count,contested_synonyms,accepted_name_full,accepted_authority,family,genus,species,taxon_rank,description_year,cites_appendix,cites_full_note,wcvp_plant_name_id,wcvp_ipni_id,wfo_taxon_id,basionym,first_published,place_of_publication,geographic_area,classification,unique_to_source,raw_extras
Rhynchostele humeanum,cites_csv,0,,,0,,Rhynchostele humeanum (Rchb.f.) Soto Arenas & Salazar,(Rchb.f.) Soto Arenas & Salazar,Orchidaceae,Rhynchostele,humeanum,,,II,,,,,,,,,unambiguous_accepted,cites_csv,
Rhynchostylis gigantea subsp. gigantea,cites_pdf,6,"Anota densiﬂora (Lindl.) Schltr., Rhynchostylis gigantea f. harrisoniana, Saccolabium giganteum var. illustre, Saccolabium giganteum var. petotianum, Saccolabium violaceum var. harrisonianum, Vanda densiﬂora Lindl.","Anota densiﬂora (Lindl.) Schltr. [Unknown; cites_pdf], Rhynchostylis gigantea f. harrisoniana [Unknown; cites_pdf], Saccolabium giganteum var. illustre [Unknown; cites_pdf], Saccolabium giganteum var. petotianum [Unknown; cites_pdf], Saccolabium violaceum var. harrisonianum [Unknown; cites_pdf], Vanda densiﬂora Lindl. [Unknown; cites_pdf]",5,"Anota hainanensis, Anota harrisoniana, Saccolabium albolineatum, Saccolabium harrisonianum, Vanda hainanensis",Rhynchostylis gigantea subsp. gigantea,,Orchidaceae,Rhynchostylis,gigantea subsp. gigantea,,,,,,,,,,,,unambiguous_accepted,cites_pdf,"{""accepted_genus"": ""Rhynchostylis"", ""page"": 46, ""y"": 622.4}"
Rhynchostylis gigantea subsp. violacea,cites_pdf,0,,,5,"Anota violacea, Gastrochilus violaceus, Rhynchostylis violacea, Saccolabium violaceum, Vanda violacea",Rhynchostylis gigantea subsp. violacea (Lindl.) Christenson,(Lindl.) Christenson,Orchidaceae,Rhynchostylis,gigantea subsp. violacea,,,,,,,,,,,,unambiguous_accepted,cites_pdf,"{""accepted_genus"": ""Rhynchostylis"", ""page"": 46, ""y"": 718.1}"
Robiquetia bifidus,wfo,0,,,4,"Gastrochilus bifidus, Megalotus bifidus, Saccolabium bifidum, Sarcanthus bifidus",Robiquetia bifidus (Lindl.) Kocyan & Schuit.,(Lindl.) Kocyan & Schuit.,Orchidaceae,Robiquetia,bifidus,species,2014,,,,,wfo-0001338928,,Phytotaxa 161: 69 (2014),,,unambiguous_accepted,wfo,"{""majorGroup"": ""A"", ""originalNameUsageID"": ""wfo-0000299627"", ""references"": ""https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77138172-1"", ""source"": ""World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."", ""taxonRemarks"": ""Source in seed data: ipni Update namepublishedIn from Phytotaxa 161(1): 69. 2014 [20 Feb 2014] [epublished] to Phytotaxa 161: 69 (2014), information provided by Alan E. on email Jun. 07 2021"", ""wfo_nomenclatural_status"": ""Valid""}"
Robiquetia micrantha,wcvp,1,Malleola micrantha,Malleola micrantha [Homotypic; wcvp],0,,Robiquetia micrantha (Aver. & Vuong) R.Kr.Singh & Sanjeet Kumar,(Aver. & Vuong) R.Kr.Singh & Sanjeet Kumar,Orchidaceae,Robiquetia,micrantha,Species,2024,,,3318746,77350108-1,,3293420,(2024),J. Biodivers. Conservation,Vietnam,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""lifeform_description"": ""epiphytic subshrub"", ""volume_and_page"": ""8(4): 102""}"
Rudolfiella caquetaense,wfo,0,,,0,,Rudolfiella caquetaense Uribe Vélez & Sauleda,Uribe Vélez & Sauleda,Orchidaceae,Rudolfiella,caquetaense,species,2020,,,,,wfo-1000024542,,New World Orchid. Nomencl. Notes 68: 2 (2020),,,unambiguous_accepted,wfo,"{""majorGroup"": ""A"", ""references"": ""https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77209072-1"", ""source"": ""World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."", ""wfo_nomenclatural_status"": ""Valid""}"
Saccolabiopsis arnitii,wfo,0,,,0,,Saccolabiopsis arnitii (F.Muell.) Dockr.,(F.Muell.) Dockr.,Orchidaceae,Saccolabiopsis,arnitii,species,1967,,,,,wfo-0001223430,,Australas. Sarcanthinae 30 1967,,,unambiguous_accepted,wfo,"{""majorGroup"": ""A"", ""source"": ""World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."", ""taxonRemarks"": ""Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-50034539 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-50034539 >The Plant List v.1.0</a>"", ""tplId"": ""tro-50034539"", ""wfo_nomenclatural_status"": ""Valid""}"
Sarcanthus bracteatus,wcvp,1,Saccolabium bracteatum,Saccolabium bracteatum [Homotypic; wcvp],0,,Sarcanthus bracteatus Ridl.,Ridl.,Orchidaceae,Sarcanthus,bracteatus,Species,1896,,,184672,656301-1,,<NA>,(1896),"J. Linn. Soc., Bot.",,unambiguous_accepted,wcvp,"{""volume_and_page"": ""32: 370""}"
Sarcoglottis esseri,wcvp,1,Spiranthes esseri,Spiranthes esseri [Homotypic; wcvp],0,,Sarcoglottis esseri W.Bull,W.Bull,Orchidaceae,Sarcoglottis,esseri,,,,,3308782,,,,,,,unambiguous_accepted,wcvp,
Sarcoglottis magdalensis,wfo,1,Pelexia magdalensis,Pelexia magdalensis [Unknown; wfo],0,,Sarcoglottis magdalensis (Brade & Pabst) Pabst,(Brade & Pabst) Pabst,Orchidaceae,Sarcoglottis,magdalensis,species,1973,,,,,wfo-0001089063,,Bradea 1(31): 329 1973,,,unambiguous_accepted,wfo,"{""majorGroup"": ""A"", ""originalNameUsageID"": ""wfo-0001089010"", ""source"": ""World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."", ""taxonRemarks"": ""Source in seed data: tro NO_DROP - Duplication Type 6 - Taxon present in kew KEEP - wfo-0000303731: http://www.theplantlist.org/tpl1.1/record/kew-185204 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-23524541 >The Pl"", ""tplId"": ""tro-23524541"", ""wfo_nomenclatural_status"": ""Valid""}"
Sarcoglottis trichogyna,wfo,0,,,0,,Sarcoglottis trichogyna Cuatrec.,Cuatrec.,Orchidaceae,Sarcoglottis,trichogyna,species,1972,,,,,wfo-0000303773,,Ciencia 27(6): 171 (1972).,,,unambiguous_accepted,wfo,"{""majorGroup"": ""A"", ""source"": ""World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."", ""taxonRemarks"": ""Source in seed data: wcs Leave these as they are. Our data is complete. Issue is the IPNI link., information provided by Alan E. on email Oct. 14 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-185242 >The Plant"", ""tplId"": ""kew-185242"", ""wfo_nomenclatural_status"": ""Valid""}"
Sarcoglottis wernerherzogii,wcvp,0,,,0,,"Sarcoglottis wernerherzogii Collantes, Edquén & Salazar","Collantes, Edquén & Salazar",Orchidaceae,Sarcoglottis,wernerherzogii,Species,2023,,,3319212,77336120-1,,<NA>,(2023),Lankesteriana,Peru,unambiguous_accepted,wcvp,"{""climate_description"": ""seasonally dry tropical"", ""lifeform_description"": ""perennial or tuberous geophyte"", ""volume_and_page"": ""23: 625""}"
Sarcoglyphis fimbriatus,wfo,0,,,2,"Pennilabium fimbriatum, Saccolabium fimbriatum",Sarcoglyphis fimbriatus (Ridl.) Garay,(Ridl.) Garay,Orchidaceae,Sarcoglyphis,fimbriatus,species,1974,,,,,wfo-0000303787,,Bot. Mus. Leafl. 23: 373 (1974),,,unambiguous_accepted,wfo,"{""majorGroup"": ""A"", ""originalNameUsageID"": ""wfo-0000299696"", ""references"": ""https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:656791-1"", ""source"": ""World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."", ""taxonRemarks"": ""Source in seed data: wcs Update namepublishedIn from Bot. Mus. Leafl. 23(10): 373. 1974 to Bot. Mus. Leafl. 23: 373 (1974), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/re"", ""tplId"": ""kew-185256"", ""wfo_nomenclatural_status"": ""Valid""}"
Sarcoglyphis smithianus,wfo,0,,,2,"Sarcanthus smithianus, Sarcoglyphis yunnanensis",Sarcoglyphis smithianus (Kerr) Seidenf.,(Kerr) Seidenf.,Orchidaceae,Sarcoglyphis,smithianus,species,1992,,,,,wfo-0000303795,,Opera Bot. 114: 383 (1992),,,unambiguous_accepted,wfo,"{""majorGroup"": ""A"", ""originalNameUsageID"": ""wfo-0000303315"", ""references"": ""https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:969606-1"", ""source"": ""World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."", ""taxonRemarks"": ""Source in seed data: wcs Update namepublishedIn from Opera Bot. 114: 383 (1992):. to Opera Bot. 114: 383 (1992), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-18"", ""tplId"": ""kew-185263"", ""wfo_nomenclatural_status"": ""Valid""}"
Satyrium cernuiflorum,wcvp,0,,,1,Satyrium cernuum,Satyrium cernuiflorum Castañeda-Zárate & van der Niet,Castañeda-Zárate & van der Niet,Orchidaceae,Satyrium,cernuiflorum,Species,2022,,,3308898,77319080-1,,3308907,(2022),S. African J. Bot.,KwaZulu-Natal,unambiguous_accepted,wcvp,"{""climate_description"": ""subtropical"", ""lifeform_description"": ""tuberous geophyte"", ""volume_and_page"": ""150: 13""}"
Satyrium obsoletum,wcvp,2,"Habenaria obsoleta, Peristylus obsoletus","Habenaria obsoleta [Homotypic; wcvp], Peristylus obsoletus [Homotypic; wcvp]",0,,Satyrium obsoletum Pers.,Pers.,Orchidaceae,Satyrium,obsoletum,,,,,186240,,,,,,,unambiguous_accepted,wcvp,
Scaphosepalum erasmatopus,wfo,0,,,0,,Scaphosepalum erasmatopus Schltr.,Schltr.,Orchidaceae,Scaphosepalum,erasmatopus,species,1913,,,,,wfo-0001088234,,Repert. Spec. Nov. Regni Veg. 12: 204. 1913,,,unambiguous_accepted,wfo,"{""majorGroup"": ""A"", ""source"": ""World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."", ""taxonRemarks"": ""Source in seed data: tro Updated scientificName from Scaphosepalum erasmotopus to Scaphosepalum erasmatopus, according to IPNI. Information provided by Alan E. on email Jul. 15 2020. More details could be found in <a href=http://www.theplantlist.org/tpl1"", ""tplId"": ""tro-23503953"", ""wfo_nomenclatural_status"": ""Valid""}"
Scaphosepalum globiflorum,wcvp,0,,,0,,Scaphosepalum globiflorum Vierling,Vierling,Orchidaceae,Scaphosepalum,globiflorum,Species,2023,,,3308497,77313976-1,,<NA>,(2023),OrchideenJ.,Trop. America (?),unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""lifeform_description"": ""epiphyte"", ""volume_and_page"": ""30: 16""}"
Scaphosepalum reflexum,wcvp,0,,,0,,Scaphosepalum reflexum Pupulin & Karremans,Pupulin & Karremans,Orchidaceae,Scaphosepalum,reflexum,Species,2022,,,3308664,77312437-1,,<NA>,(2022),"Vanishing Beauty, Native Costa Rican Orchids",Costa Rica,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""lifeform_description"": ""epiphyte"", ""volume_and_page"": ""3: 1049""}"
Scaphyglottis acostae,wcvp,1,Hexadesmia acostae,Hexadesmia acostae [Homotypic; wcvp],1,Hexadesmia powellii,Scaphyglottis acostae (Schltr.) C.Schweinf.,(Schltr.) C.Schweinf.,Orchidaceae,Scaphyglottis,acostae,Species,1941,,,186698,228786-2,,99045,(1941),Bot. Mus. Leafl.,Costa Rica to W. Panama,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""lifeform_description"": ""pseudobulbous epiphyte"", ""volume_and_page"": ""10: 27""}"
Scelochilus heterophylla,cites_csv,0,,,0,,"Scelochilus heterophylla Rchb.f., 1876","Rchb.f., 1876",Orchidaceae,Scelochilus,heterophylla,,1876,II,,,,,,,,Ecuador,unambiguous_accepted,cites_csv,"{""All_DistributionISOCodes"": ""EC"", ""NativeDistributionFullNames"": ""Ecuador""}"
Scelochilus jamesonii,cites_csv,0,,,0,,"Scelochilus jamesonii Lindl. & Paxton, 1852","Lindl. & Paxton, 1852",Orchidaceae,Scelochilus,jamesonii,,1852,II,,,,,,,,Ecuador,unambiguous_accepted,cites_csv,"{""All_DistributionISOCodes"": ""EC"", ""NativeDistributionFullNames"": ""Ecuador""}"
Schoenorchis buddlejiflora,wfo,1,Saccolabium buddlejiflorum,Saccolabium buddlejiflorum [Unknown; wfo],0,,Schoenorchis buddlejiflora (Schltr. & J.J.Sm.) J.J.Sm.,(Schltr. & J.J.Sm.) J.J.Sm.,Orchidaceae,Schoenorchis,buddlejiflora,species,,,,,,wfo-0000306963,,Natuurk. Tijdschr. Ned.-Indië 72: 100,,,unambiguous_accepted,wfo,"{""majorGroup"": ""A"", ""originalNameUsageID"": ""wfo-0000299642"", ""references"": ""https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:657398-1"", ""source"": ""World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."", ""taxonRemarks"": ""Source in seed data: wcs Updated scientificnameAuthorship from (Schltr. & J.J.Sm.) J.J.Sm. to J.J.Sm., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-188256 >The"", ""tplId"": ""kew-188256"", ""wfo_nomenclatural_status"": ""Valid""}"
Schoenorchis fragans,cites_csv,0,,,0,,"Schoenorchis fragans (C.S.P.Parish & Rchb.f.) Seidenf. & Smitinand, 1963","(C.S.P.Parish & Rchb.f.) Seidenf. & Smitinand, 1963",Orchidaceae,Schoenorchis,fragans,,1963,II,,,,,,,,"China,India,Myanmar,Thailand",unambiguous_accepted,cites_csv,"{""All_DistributionISOCodes"": ""CN,IN,MM,TH"", ""NativeDistributionFullNames"": ""China,India,Myanmar,Thailand""}"
Schoenorchis kembangleutik,wcvp,0,,,0,,Schoenorchis kembangleutik Yudistira & Mustaqim,Yudistira & Mustaqim,Orchidaceae,Schoenorchis,kembangleutik,Species,2023,,,3308630,77322379-1,,<NA>,(2023),Blumea,Jawa,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""lifeform_description"": ""epiphytic subshrub"", ""volume_and_page"": ""68: 66""}"
Schombolaelia tibibrosa,wcvp,1,Myrmecolaelia tibibrosa,Myrmecolaelia tibibrosa [Homotypic; wcvp],0,,× Schombolaelia tibibrosa F.Hanb. ex Rolfe,F.Hanb. ex Rolfe,Orchidaceae,Schombolaelia,tibibrosa,Species,1919,,,263603,60434124-2,,<NA>,(1919),Orchid Rev.,,unambiguous_accepted,wcvp,"{""hybrid"": true, ""volume_and_page"": ""27: 91""}"
Scuticaria steelii,wfo,1,Maxillaria steelii,Maxillaria steelii [Unknown; wfo],2,"Maxillaria flabellifera, Scuticaria keyseriana",Scuticaria steelii (Hook.) Lindl.,(Hook.) Lindl.,Orchidaceae,Scuticaria,steelii,species,1843,,,,,wfo-0000308649,,Edwards's Bot. Reg. 29(Misc.): 14 (1843),,,unambiguous_accepted,wfo,"{""majorGroup"": ""A"", ""originalNameUsageID"": ""wfo-0000238907"", ""references"": ""https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:657483-1"", ""source"": ""World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."", ""taxonRemarks"": ""Source in seed data: wcs Updated scientificnameAuthorship from (Hook.) Lindl. to Lindl., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-189888 >The Plant List v.1"", ""tplId"": ""kew-189888"", ""wfo_nomenclatural_status"": ""Valid""}"
Selenipedium pulchellum,wcvp,0,,,0,,Selenipedium × pulchellum Rolfe,Rolfe,Orchidaceae,Selenipedium,pulchellum,Species,1893,,,190449,77246293-1,,<NA>,(1893),Orchid Rev.,,unambiguous_accepted,wcvp,"{""hybrid"": true, ""volume_and_page"": ""1: 166""}"
Serapias complicata,wfo,0,,,1,Orchis complicata,Serapias × complicata E.G.Camus,E.G.Camus,Orchidaceae,Serapias,complicata,species,1892,,,,,wfo-0001222287,,J. Bot. (Morot) 6: 34. 1892,,,unambiguous_accepted,wfo,"{""majorGroup"": ""A"", ""originalNameUsageID"": ""wfo-0001223461"", ""source"": ""World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."", ""taxonRemarks"": ""Source in seed data: tro Updated scientificnameAuthorship from (E.G.Camus) E.G.Camus to E.G.Camus, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-50018470 >The Pl"", ""tplId"": ""tro-50018470"", ""wfo_nomenclatural_status"": ""Valid""}"
Serapias cortoghianae,wcvp,0,,,0,,Serapias × cortoghianae M.P.Grasso,M.P.Grasso,Orchidaceae,Serapias,cortoghianae,Species,2005,,,3319600,77344694-1,,<NA>,(2005),GIROS Notiz.,Sardegna,unambiguous_accepted,wcvp,"{""climate_description"": ""subtropical"", ""hybrid"": true, ""lifeform_description"": ""tuberous geophyte"", ""volume_and_page"": ""28: 29""}"
Serapias francavillae,wfo,0,,,0,,"Serapias francavillae Cristaudo, Galesi & R.Lorenz","Cristaudo, Galesi & R.Lorenz",Orchidaceae,Serapias,francavillae,species,2009,,,,,wfo-0000918755,,J. Eur. Orch. 41: 593 (2009),,,unambiguous_accepted,wfo,"{""majorGroup"": ""A"", ""references"": ""https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77103674-1"", ""source"": ""World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."", ""taxonRemarks"": ""Source in seed data: wcs Update namepublishedIn from J. Eur. Orch. 41(3-4): 593 (-594; figs.). 2009 to J. Eur. Orch. 41: 593 (2009), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/"", ""tplId"": ""kew-464174"", ""wfo_nomenclatural_status"": ""Valid""}"
Serapias polyaden,wcvp,2,"Cyclopogon polyaden, Stigmatosema polyaden","Cyclopogon polyaden [Homotypic; wcvp], Stigmatosema polyaden [Homotypic; wcvp]",0,,Serapias polyaden Vell.,Vell.,Orchidaceae,Serapias,polyaden,,,,,190718,,,,,,,unambiguous_accepted,wcvp,
Serapias todari,wfo,0,,,0,,Serapias todari Tineo,Tineo,Orchidaceae,Serapias,todari,species,1817,,,,,wfo-0001222985,,Pl. Rar. Sicil. : 12 (1817),,,unambiguous_accepted,wfo,"{""majorGroup"": ""A"", ""references"": ""https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:657725-1"", ""source"": ""World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."", ""taxonRemarks"": ""Source in seed data: tro Update namepublishedIn from Pl. Rar. Sicil. 12 1817 to Pl. Rar. Sicil. : 12 (1817), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-500258"", ""tplId"": ""tro-50025886"", ""wfo_nomenclatural_status"": ""Valid""}"
Serapicamptis annarellae,wcvp,0,,,0,,× Serapicamptis annarellae Licheri & Medau,Licheri & Medau,Orchidaceae,Serapicamptis,annarellae,Species,2023,,,3320250,77333154-1,,<NA>,(2023),GIROS Orch. Spont. Eur.,S.Europe,unambiguous_accepted,wcvp,"{""climate_description"": ""subtropical"", ""hybrid"": true, ""lifeform_description"": ""tuberous geophyte"", ""volume_and_page"": ""66: 340""}"
Serapicamptis timbali,wfo,2,"Paludorchiserapias timbali, Serapias timbali","Paludorchiserapias timbali [Unknown; wfo], Serapias timbali [Unknown; wfo]",5,"Orchis complicata, Orchiserapias complicata, Orchiserapias timbalii, Paludorchiserapias complicata, Serapicamptis complicata","× Serapicamptis timbali (K.Richt.) H.Kretzschmar, Eccarius & H.Dietr.","(K.Richt.) H.Kretzschmar, Eccarius & H.Dietr.",Orchidaceae,Serapicamptis,timbali,species,2007,,,,,wfo-0000810207,,Orchid Gen. Anacamptis Orchis Neotinea : 412 (2007),,,unambiguous_accepted,wfo,"{""majorGroup"": ""A"", ""originalNameUsageID"": ""wfo-0000309540"", ""references"": ""https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77078717-1"", ""source"": ""World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."", ""taxonRemarks"": ""Source in seed data: wcs Update namepublishedIn from Orchid Gen. Anacamptis Orchis Neotinea 412. 2007 [31 Jan 2007] to Orchid Gen. Anacamptis Orchis Neotinea : 412 (2007), information provided by Alan E. on email Jun. 07 2021 More details could be found"", ""tplId"": ""kew-348465"", ""wfo_nomenclatural_status"": ""Valid""}"
Serapicamptis timbalii,wcvp,2,"Paludorchiserapias timbalii, Serapias timbalii","Paludorchiserapias timbalii [Homotypic; wcvp], Serapias timbalii [Homotypic; wcvp]",5,"Orchis complicata, Orchiserapias complicata, Orchiserapias timbalii, Paludorchiserapias complicata, Serapicamptis complicata","× Serapicamptis timbalii (K.Richt.) H.Kretzschmar, Eccarius & H.Dietr.","(K.Richt.) H.Kretzschmar, Eccarius & H.Dietr.",Orchidaceae,Serapicamptis,timbalii,Species,2007,,,348465,77078717-1,,190751,(2007),Orchid Gen. Anacamptis Orchis Neotinea,S. Europe,unambiguous_accepted,wcvp,"{""climate_description"": ""subtropical"", ""hybrid"": true, ""lifeform_description"": ""tuberous geophyte"", ""volume_and_page"": "": 412""}"
Serapirhiza sambucino-lingua,wfo,0,,,0,,Serapirhiza × sambucino-lingua (Barla) Garay & H.R.Sweet,(Barla) Garay & H.R.Sweet,Orchidaceae,Serapirhiza,sambucino-lingua,species,1969,,,,,wfo-0001331296,,Bot. Mus. Leafl. 22: 287 (1969),,,unambiguous_accepted,wfo,"{""majorGroup"": ""A"", ""references"": ""https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:657745-1"", ""source"": ""World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."", ""taxonRemarks"": ""Source in seed data: ipni Update namepublishedIn from Bot. Mus. Leafl. 22: 287. 1969 to Bot. Mus. Leafl. 22: 287 (1969), information provided by Alan E. on email Jun. 07 2021"", ""wfo_nomenclatural_status"": ""Valid""}"
Sertifera albiflora,wcvp,0,,,0,,"Sertifera albiflora Szlach., Kolan. & Medina Tr.","Szlach., Kolan. & Medina Tr.",Orchidaceae,Sertifera,albiflora,Species,2014,,,3311303,<NA>,,<NA>,(2014),Biodivers. Res. Conservation,S. Colombia,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""lifeform_description"": ""perennial"", ""volume_and_page"": ""35: 20""}"
Sigmatostalix ibis,cites_csv,0,,,0,,Sigmatostalix ibis K.S.Walter,K.S.Walter,Orchidaceae,Sigmatostalix,ibis,,,II,,,,,,,,Colombia,unambiguous_accepted,cites_csv,"{""All_DistributionISOCodes"": ""CO"", ""NativeDistributionFullNames"": ""Colombia""}"
Silvorchis proboscidea,wcvp,1,Vietorchis proboscidea,Vietorchis proboscidea [Homotypic; wcvp],0,,"Silvorchis proboscidea (Aver., Vuong & V.C.Nguyen) R.Kr.Singh & Sanjeet Kumar","(Aver., Vuong & V.C.Nguyen) R.Kr.Singh & Sanjeet Kumar",Orchidaceae,Silvorchis,proboscidea,Species,2024,,,3319510,77350109-1,,3309751,(2024),J. Biodivers. Conservation,Vietnam,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""lifeform_description"": ""holomycotroph"", ""volume_and_page"": ""8(4): 103""}"
Sirindhornia khaohuamotensis,wcvp,0,,,0,,Sirindhornia × khaohuamotensis J.M.H.Shaw,J.M.H.Shaw,Orchidaceae,Sirindhornia,khaohuamotensis,Species,2024,,,3319303,77337920-1,,<NA>,(2024),Orchids (West Palm Beach),N. Thailand,unambiguous_accepted,wcvp,"{""climate_description"": ""temperate"", ""hybrid"": true, ""lifeform_description"": ""tuberous geophyte"", ""volume_and_page"": ""93: 17""}"
Smithsonia viridiﬂora (Dalzell) C.J.Saldanha,cites_pdf,0,,,1,Aerides dalzelliana,Smithsonia viridiﬂora (Dalzell) C.J.Saldanha,,Orchidaceae,Smithsonia,viridiﬂora (Dalzell) C.J.Saldanha,,,,,,,,,,,,unambiguous_accepted,cites_pdf,"{""accepted_genus"": ""Smithsonia"", ""page"": 16, ""y"": 455.1}"
Sobennikoﬃa fournieriana,cites_pdf,0,,,1,Angraecum fournierianum,Sobennikoﬃa fournieriana (Kraenzl.) Schltr.,(Kraenzl.) Schltr.,Orchidaceae,Sobennikoﬃa,fournieriana,,,,,,,,,,,,unambiguous_accepted,cites_pdf,"{""accepted_genus"": ""Sobennikoﬃa"", ""page"": 35, ""y"": 586.6}"
Sobennikoﬃa robusta,cites_pdf,0,,,1,Angraecum robustum,Sobennikoﬃa robusta (Schltr.) Schltr.,(Schltr.) Schltr.,Orchidaceae,Sobennikoﬃa,robusta,,,,,,,,,,,,unambiguous_accepted,cites_pdf,"{""accepted_genus"": ""Sobennikoﬃa"", ""page"": 42, ""y"": 610.5}"
Sobralia angelus,wcvp,0,,,0,,Sobralia angelus Archila & Chiron,Archila & Chiron,Orchidaceae,Sobralia,angelus,Species,2013,,,3308945,77330432-1,,<NA>,(2013 publ. 2014),Revista Guatemalensis,Guatemala,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""volume_and_page"": ""16(2): 55""}"
Sobralia carnosa,wcvp,0,,,0,,Sobralia carnosa Archila & Chiron,Archila & Chiron,Orchidaceae,Sobralia,carnosa,Species,2013,,,3308944,77330433-1,,<NA>,(2013 publ. 2014),Revista Guatemalensis,Guatemala,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""volume_and_page"": ""16(2): 57""}"
Sobralia cascajaliana,wcvp,0,,,0,,Sobralia cascajaliana Archila & Chiron,Archila & Chiron,Orchidaceae,Sobralia,cascajaliana,Species,2013,,,3308575,77331939-1,,<NA>,(2013 publ. 2014),Revista Guatemalensis,Guatemala,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""volume_and_page"": ""16(2): 59""}"
Sobralia claudiae,wcvp,0,,,0,,Sobralia claudiae Archila & Chiron,Archila & Chiron,Orchidaceae,Sobralia,claudiae,Species,2013,,,3308941,77330562-1,,<NA>,(2013 publ. 2014),Revista Guatemalensis,Guatemala,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""volume_and_page"": ""16(2): 61""}"
Sobralia cordovarum,wcvp,0,,,0,,Sobralia cordovarum Archila & Chiron,Archila & Chiron,Orchidaceae,Sobralia,cordovarum,Species,2013,,,3308981,77330569-1,,<NA>,(2013 publ. 2014),Revista Guatemalensis,Guatemala,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""volume_and_page"": ""16(2): 67""}"
Sobralia donemilioi,wcvp,0,,,0,,Sobralia donemilioi Archila & Chiron,Archila & Chiron,Orchidaceae,Sobralia,donemilioi,Species,2013,,,3308586,77331940-1,,<NA>,(2013 publ. 2014),Revista Guatemalensis,Guatemala,unambiguous_accepted,wcvp,"{""climate_description"": ""wet tropical"", ""volume_and_page"": ""16(2): 69""}"
