binomial,source,source_says_relation,source_says_accepted_parent,source_record_id,authority,synonym_type,contest_class,contest_reason,evidence,n_sources_accepted,n_sources_synonym,all_claimed_parents,name_full
Oncidium gracillimum,user_synonyms,synonym_of,Oncidium lancifolium,18437,,Heterotypic,parent_conflict,"placed in 2 different parents: Gomesa cogniauxiana, Oncidium lancifolium",explicit,0,3,Gomesa cogniauxiana|Oncidium lancifolium,Oncidium gracillimum
Oncidium guttatum,wcvp,synonym_of,Tolumnia guttata|Trichocentrum cosymbephorum,139469,(L.) Rchb.f.,Homotypic,parent_conflict,"placed in 3 different parents: Tolumnia guttata, Trichocentrum cosymbephorum, Trichocentrum carthagenense",explicit,0,3,Tolumnia guttata|Trichocentrum cosymbephorum|Trichocentrum carthagenense,Oncidium guttatum (L.) Rchb.f.
Oncidium guttatum,wfo,synonym_of,Tolumnia guttata|Trichocentrum carthagenense|Trichocentrum cosymbephorum,wfo-0000256039,(L.) Rchb.f.,Unknown,parent_conflict,"placed in 3 different parents: Tolumnia guttata, Trichocentrum cosymbephorum, Trichocentrum carthagenense",explicit,0,3,Tolumnia guttata|Trichocentrum cosymbephorum|Trichocentrum carthagenense,Oncidium guttatum (L.) Rchb.f.
Oncidium guttatum,user_synonyms,synonym_of,Tolumnia guttata|Trichocentrum cosymbephorum,19195,,Heterotypic,parent_conflict,"placed in 3 different parents: Tolumnia guttata, Trichocentrum cosymbephorum, Trichocentrum carthagenense",explicit,0,3,Tolumnia guttata|Trichocentrum cosymbephorum|Trichocentrum carthagenense,Oncidium guttatum var. dodgsonii
Oncidium hagsaterianum,wcvp,synonym_of,Oncidium wentworthianum,139477,R.Jiménez & Soto Arenas,Heterotypic,parent_contested,"all 3 source(s) place it in Oncidium wentworthianum, but Oncidium wentworthianum is itself contested",explicit,0,3,Oncidium wentworthianum,Oncidium hagsaterianum R.Jiménez & Soto Arenas
Oncidium hagsaterianum,wfo,synonym_of,Oncidium wentworthianum,wfo-0000256048,R.Jiménez,Unknown,parent_contested,"all 3 source(s) place it in Oncidium wentworthianum, but Oncidium wentworthianum is itself contested",explicit,0,3,Oncidium wentworthianum,Oncidium hagsaterianum R.Jiménez
Oncidium hagsaterianum,user_synonyms,synonym_of,Oncidium wentworthianum,15910,,Heterotypic,parent_contested,"all 3 source(s) place it in Oncidium wentworthianum, but Oncidium wentworthianum is itself contested",explicit,0,3,Oncidium wentworthianum,Oncidium hagsaterianum
Oncidium hannelorae,wcvp,synonym_of,Oncidium altissimum,139481,Nir,Heterotypic,parent_contested,"all 3 source(s) place it in Oncidium altissimum, but Oncidium altissimum is itself contested",explicit,0,3,Oncidium altissimum,Oncidium hannelorae Nir
Oncidium hannelorae,wfo,synonym_of,Oncidium altissimum,wfo-0000256053,Nir,Unknown,parent_contested,"all 3 source(s) place it in Oncidium altissimum, but Oncidium altissimum is itself contested",explicit,0,3,Oncidium altissimum,Oncidium hannelorae Nir
Oncidium hannelorae,user_synonyms,synonym_of,Oncidium altissimum,7160,,Heterotypic,parent_contested,"all 3 source(s) place it in Oncidium altissimum, but Oncidium altissimum is itself contested",explicit,0,3,Oncidium altissimum,Oncidium hannelorae
Oncidium harrisoniae,wcvp,synonym_of,Trichocentrum auricula,500078,G.Lodd. ex Drapiez,Orthographic variant,parent_conflict,"placed in 2 different parents: Trichocentrum auricula, Grandiphyllum auricula",explicit,0,2,Trichocentrum auricula|Grandiphyllum auricula,Oncidium harrisoniae G.Lodd. ex Drapiez
Oncidium harrisoniae,wfo,synonym_of,Grandiphyllum auricula,wfo-1200010058,G.Lodd. ex Drapiez,Unknown,parent_conflict,"placed in 2 different parents: Trichocentrum auricula, Grandiphyllum auricula",explicit,0,2,Trichocentrum auricula|Grandiphyllum auricula,Oncidium harrisoniae G.Lodd. ex Drapiez
Oncidium harrisonianum,wcvp,synonym_of,Trichocentrum auricula,139484,Lindl.,Heterotypic,parent_conflict,"placed in 2 different parents: Trichocentrum auricula, Grandiphyllum auricula",explicit,0,2,Trichocentrum auricula|Grandiphyllum auricula,Oncidium harrisonianum Lindl.
Oncidium harrisonianum,wfo,synonym_of,Grandiphyllum auricula,wfo-0000256056,Lindl.,Unknown,parent_conflict,"placed in 2 different parents: Trichocentrum auricula, Grandiphyllum auricula",explicit,0,2,Trichocentrum auricula|Grandiphyllum auricula,Oncidium harrisonianum Lindl.
Oncidium helgae,wcvp,synonym_of,Cyrtochiloides riopalenqueana|Oncidium gayi,139497,Königer,Heterotypic,parent_conflict,"placed in 2 different parents: Cyrtochiloides riopalenqueana, Oncidium gayi",explicit,0,3,Cyrtochiloides riopalenqueana|Oncidium gayi,Oncidium helgae Königer
Oncidium helgae,wfo,synonym_of,Cyrtochiloides riopalenqueana|Oncidium gayi,wfo-0000256070,Königer,Unknown,parent_conflict,"placed in 2 different parents: Cyrtochiloides riopalenqueana, Oncidium gayi",explicit,0,3,Cyrtochiloides riopalenqueana|Oncidium gayi,Oncidium helgae Königer
Oncidium helgae,user_synonyms,synonym_of,Oncidium gayi,20308,,Homotypic,parent_conflict,"placed in 2 different parents: Cyrtochiloides riopalenqueana, Oncidium gayi",explicit,0,3,Cyrtochiloides riopalenqueana|Oncidium gayi,Oncidium helgae
Oncidium henchmannii,wcvp,synonym_of,Trichocentrum cosymbephorum,139500,(Knowles & Westc.) Lodd. ex Paxton,Heterotypic,parent_conflict,"placed in 2 different parents: Trichocentrum cosymbephorum, Trichocentrum luridum",explicit,0,3,Trichocentrum cosymbephorum|Trichocentrum luridum,Oncidium henchmannii (Knowles & Westc.) Lodd. ex Paxton
Oncidium henchmannii,wfo,synonym_of,Trichocentrum cosymbephorum|Trichocentrum luridum,wfo-0000256074,(Knowles & Westc.) Lodd. ex Paxton,Unknown,parent_conflict,"placed in 2 different parents: Trichocentrum cosymbephorum, Trichocentrum luridum",explicit,0,3,Trichocentrum cosymbephorum|Trichocentrum luridum,Oncidium henchmannii (Knowles & Westc.) Lodd. ex Paxton
Oncidium henchmannii,user_synonyms,synonym_of,Trichocentrum cosymbephorum,21424,,Heterotypic,parent_conflict,"placed in 2 different parents: Trichocentrum cosymbephorum, Trichocentrum luridum",explicit,0,3,Trichocentrum cosymbephorum|Trichocentrum luridum,Oncidium henchmannii
Oncidium hians,wcvp,synonym_of,Trichocentrum hians,139507,Lindl.,Homotypic,parent_conflict,"placed in 2 different parents: Trichocentrum hians, Grandiphyllum hians",explicit,0,2,Trichocentrum hians|Grandiphyllum hians,Oncidium hians Lindl.
Oncidium hians,wfo,synonym_of,Grandiphyllum hians,wfo-0000256081,Lindl.,Unknown,parent_conflict,"placed in 2 different parents: Trichocentrum hians, Grandiphyllum hians",explicit,0,2,Trichocentrum hians|Grandiphyllum hians,Oncidium hians Lindl.
Oncidium hookeri,wcvp,synonym_of,Gomesa hookeri|Gomesa ranifera,139514,Rolfe,Homotypic,parent_conflict,"placed in 2 different parents: Gomesa hookeri, Gomesa ranifera",explicit,0,3,Gomesa hookeri|Gomesa ranifera,Oncidium hookeri Rolfe
Oncidium hookeri,wfo,synonym_of,Gomesa hookeri|Gomesa ranifera,wfo-0000256089,Rolfe,Unknown,parent_conflict,"placed in 2 different parents: Gomesa hookeri, Gomesa ranifera",explicit,0,3,Gomesa hookeri|Gomesa ranifera,Oncidium hookeri Rolfe
Oncidium hookeri,user_synonyms,synonym_of,Gomesa hookeri,21751,,Homotypic,parent_conflict,"placed in 2 different parents: Gomesa hookeri, Gomesa ranifera",explicit,0,3,Gomesa hookeri|Gomesa ranifera,Oncidium hookeri
Oncidium intermedium,wcvp,synonym_of,Tolumnia guianensis|Tolumnia guttata,273886,Bertero ex Spreng.,Heterotypic,parent_conflict,"placed in 2 different parents: Tolumnia guianensis, Tolumnia guttata",explicit,0,3,Tolumnia guianensis|Tolumnia guttata,Oncidium intermedium Bertero ex Spreng.
Oncidium intermedium,wfo,synonym_of,Tolumnia guianensis|Tolumnia guttata,wfo-0000256114,Knowles & Westc.,Unknown,parent_conflict,"placed in 2 different parents: Tolumnia guianensis, Tolumnia guttata",explicit,0,3,Tolumnia guianensis|Tolumnia guttata,Oncidium intermedium Knowles & Westc.
Oncidium intermedium,user_synonyms,synonym_of,Tolumnia guianensis|Tolumnia guttata,19178,,Heterotypic,parent_conflict,"placed in 2 different parents: Tolumnia guianensis, Tolumnia guttata",explicit,0,3,Tolumnia guianensis|Tolumnia guttata,Oncidium intermedium var. album
Oncidium ionosmum,wcvp,synonym_of,Oncidium tigrinum,139542,Lindl.,Heterotypic,parent_contested,"all 3 source(s) place it in Oncidium tigrinum, but Oncidium tigrinum is itself contested",explicit,0,3,Oncidium tigrinum,Oncidium ionosmum Lindl.
Oncidium ionosmum,wfo,synonym_of,Oncidium tigrinum,wfo-0000256120,Lindl.,Unknown,parent_contested,"all 3 source(s) place it in Oncidium tigrinum, but Oncidium tigrinum is itself contested",explicit,0,3,Oncidium tigrinum,Oncidium ionosmum Lindl.
Oncidium ionosmum,user_synonyms,synonym_of,Oncidium tigrinum,11011,,Heterotypic,parent_contested,"all 3 source(s) place it in Oncidium tigrinum, but Oncidium tigrinum is itself contested",explicit,0,3,Oncidium tigrinum,Oncidium ionosmum
Oncidium iridifolium,wcvp,synonym_of,Erycina crista-galli|Erycina pusilla,139544,Lindl.,Nomenclatural,parent_conflict,"placed in 2 different parents: Erycina crista-galli, Erycina pusilla",explicit,0,3,Erycina crista-galli|Erycina pusilla,Oncidium iridifolium Lindl.
Oncidium iridifolium,wfo,synonym_of,Erycina crista-galli|Erycina pusilla,wfo-0000256122,Lindl.,Unknown,parent_conflict,"placed in 2 different parents: Erycina crista-galli, Erycina pusilla",explicit,0,3,Erycina crista-galli|Erycina pusilla,Oncidium iridifolium Lindl.
Oncidium iridifolium,user_synonyms,synonym_of,Erycina crista-galli|Erycina pusilla,9127,,Homotypic,parent_conflict,"placed in 2 different parents: Erycina crista-galli, Erycina pusilla",explicit,0,3,Erycina crista-galli|Erycina pusilla,Oncidium iridifolium
Oncidium isidrense,wcvp,synonym_of,Oncidium ariasii,255849,Chiron,Heterotypic,parent_contested,"all 3 source(s) place it in Oncidium ariasii, but Oncidium ariasii is itself contested",explicit,0,3,Oncidium ariasii,Oncidium isidrense Chiron
Oncidium isidrense,wfo,synonym_of,Oncidium ariasii,wfo-0000479213,Chiron,Unknown,parent_contested,"all 3 source(s) place it in Oncidium ariasii, but Oncidium ariasii is itself contested",explicit,0,3,Oncidium ariasii,Oncidium isidrense Chiron
Oncidium isidrense,user_synonyms,synonym_of,Oncidium ariasii,15829,,Heterotypic,parent_contested,"all 3 source(s) place it in Oncidium ariasii, but Oncidium ariasii is itself contested",explicit,0,3,Oncidium ariasii,Oncidium isidrense
Oncidium javieri,wcvp,synonym_of,Oncidium sotoanum,475200,Archila,Heterotypic,status_conflict,"accepted by cites_csv; treated as a synonym by wcvp, wfo (of Oncidium sotoanum)",explicit,1,2,Oncidium sotoanum,Oncidium javieri Archila
Oncidium javieri,wfo,synonym_of,Oncidium sotoanum,wfo-0001329237,Archila,Unknown,status_conflict,"accepted by cites_csv; treated as a synonym by wcvp, wfo (of Oncidium sotoanum)",explicit,1,2,Oncidium sotoanum,Oncidium javieri Archila
Oncidium javieri,cites_csv,accepted,,78872,"Archila, 1999",,status_conflict,"accepted by cites_csv; treated as a synonym by wcvp, wfo (of Oncidium sotoanum)",explicit,1,2,Oncidium sotoanum,"Oncidium javieri Archila, 1999"
Oncidium johnsonorum,wcvp,synonym_of,Oncidium maculatum,465242,L.O.Williams,Heterotypic,parent_contested,"all 3 source(s) place it in Oncidium maculatum, but Oncidium maculatum is itself contested",explicit,0,3,Oncidium maculatum,Oncidium johnsonorum L.O.Williams
Oncidium johnsonorum,wfo,synonym_of,Oncidium maculatum,wfo-0000919788,L.O.Williams,Unknown,parent_contested,"all 3 source(s) place it in Oncidium maculatum, but Oncidium maculatum is itself contested",explicit,0,3,Oncidium maculatum,Oncidium johnsonorum L.O.Williams
Oncidium johnsonorum,user_synonyms,synonym_of,Oncidium maculatum,10997,,Heterotypic,parent_contested,"all 3 source(s) place it in Oncidium maculatum, but Oncidium maculatum is itself contested",explicit,0,3,Oncidium maculatum,Oncidium johnsonorum
Oncidium jonesianum,wcvp,synonym_of,Trichocentrum binotii|Trichocentrum jonesianum,139556,Rchb.f.,Homotypic,parent_conflict,"placed in 2 different parents: Trichocentrum binotii, Trichocentrum jonesianum",explicit,0,3,Trichocentrum binotii|Trichocentrum jonesianum,Oncidium jonesianum Rchb.f.
Oncidium jonesianum,wfo,synonym_of,Trichocentrum binotii|Trichocentrum jonesianum,wfo-0000256135,Rchb.f.,Unknown,parent_conflict,"placed in 2 different parents: Trichocentrum binotii, Trichocentrum jonesianum",explicit,0,3,Trichocentrum binotii|Trichocentrum jonesianum,Oncidium jonesianum Rchb.f.
Oncidium jonesianum,user_synonyms,synonym_of,Trichocentrum jonesianum,19276,,Heterotypic,parent_conflict,"placed in 2 different parents: Trichocentrum binotii, Trichocentrum jonesianum",explicit,0,3,Trichocentrum binotii|Trichocentrum jonesianum,Oncidium jonesianum var. phaeanthum
Oncidium josstianum,wcvp,synonym_of,Brassia lanceana,139558,(Rchb.f.) Rchb.f.,Heterotypic,parent_contested,"all 3 source(s) place it in Brassia lanceana, but Brassia lanceana is itself contested",explicit,0,3,Brassia lanceana,Oncidium josstianum (Rchb.f.) Rchb.f.
Oncidium josstianum,wfo,synonym_of,Brassia lanceana,wfo-0000256137,(Rchb.f.) Rchb.f.,Unknown,parent_contested,"all 3 source(s) place it in Brassia lanceana, but Brassia lanceana is itself contested",explicit,0,3,Brassia lanceana,Oncidium josstianum (Rchb.f.) Rchb.f.
Oncidium josstianum,user_synonyms,synonym_of,Brassia lanceana,4793,,Heterotypic,parent_contested,"all 3 source(s) place it in Brassia lanceana, but Brassia lanceana is itself contested",explicit,0,3,Brassia lanceana,Oncidium josstianum
Oncidium juncifolium,wcvp,synonym_of,Trichocentrum juncifolium,139559,(L.) Lindl.,Homotypic,parent_conflict,"placed in 2 different parents: Trichocentrum juncifolium, Epidendrum rothii",explicit,0,2,Trichocentrum juncifolium|Epidendrum rothii,Oncidium juncifolium (L.) Lindl.
Oncidium juncifolium,wfo,synonym_of,Epidendrum rothii,wfo-0000256138,(L.) Lindl.,Unknown,parent_conflict,"placed in 2 different parents: Trichocentrum juncifolium, Epidendrum rothii",explicit,0,2,Trichocentrum juncifolium|Epidendrum rothii,Oncidium juncifolium (L.) Lindl.
Oncidium kraenzlinianum,wcvp,synonym_of,Trichocentrum micranthum,139569,Cogn.,Homotypic,parent_conflict,"placed in 2 different parents: Trichocentrum micranthum, Grandiphyllum micranthum",explicit,0,2,Trichocentrum micranthum|Grandiphyllum micranthum,Oncidium kraenzlinianum Cogn.
Oncidium kraenzlinianum,wfo,synonym_of,Grandiphyllum micranthum,wfo-0000256149,Cogn.,Unknown,parent_conflict,"placed in 2 different parents: Trichocentrum micranthum, Grandiphyllum micranthum",explicit,0,2,Trichocentrum micranthum|Grandiphyllum micranthum,Oncidium kraenzlinianum Cogn.
Oncidium lawrenceanum,wcvp,synonym_of,Brassia angusta|Brassia cochleata,139582,(Lindl.) Rchb.f.,Heterotypic,parent_conflict,"placed in 2 different parents: Brassia angusta, Brassia cochleata",explicit,0,3,Brassia angusta|Brassia cochleata,Oncidium lawrenceanum (Lindl.) Rchb.f.
Oncidium lawrenceanum,wfo,synonym_of,Brassia angusta|Brassia cochleata,wfo-0000256164,(Lindl.) Rchb.f.,Unknown,parent_conflict,"placed in 2 different parents: Brassia angusta, Brassia cochleata",explicit,0,3,Brassia angusta|Brassia cochleata,Oncidium lawrenceanum (Lindl.) Rchb.f.
Oncidium lawrenceanum,user_synonyms,synonym_of,Brassia angusta|Brassia cochleata,8144,,Heterotypic,parent_conflict,"placed in 2 different parents: Brassia angusta, Brassia cochleata",explicit,0,3,Brassia angusta|Brassia cochleata,Oncidium lawrenceanum
Oncidium leiboldii,wcvp,synonym_of,Tolumnia leiboldii|Tolumnia variegata,139583,Rchb.f.,Homotypic,parent_conflict,"placed in 2 different parents: Tolumnia leiboldii, Tolumnia variegata",explicit,0,3,Tolumnia leiboldii|Tolumnia variegata,Oncidium leiboldii Rchb.f.
Oncidium leiboldii,wfo,synonym_of,Tolumnia variegata,wfo-0000256165,Rchb.f.,Unknown,parent_conflict,"placed in 2 different parents: Tolumnia leiboldii, Tolumnia variegata",explicit,0,3,Tolumnia leiboldii|Tolumnia variegata,Oncidium leiboldii Rchb.f.
Oncidium leiboldii,user_synonyms,synonym_of,Tolumnia variegata,2940,,Heterotypic,parent_conflict,"placed in 2 different parents: Tolumnia leiboldii, Tolumnia variegata",explicit,0,3,Tolumnia leiboldii|Tolumnia variegata,Oncidium leiboldii var. album
Oncidium lemonianum,wcvp,synonym_of,Tolumnia lemoniana,139588,Lindl.,Homotypic,parent_contested,"all 2 source(s) place it in Tolumnia lemoniana, but Tolumnia lemoniana is itself contested",explicit,0,2,Tolumnia lemoniana,Oncidium lemonianum Lindl.
Oncidium lemonianum,wfo,synonym_of,Tolumnia lemoniana,wfo-0000256170,Lindl.,Unknown,parent_contested,"all 2 source(s) place it in Tolumnia lemoniana, but Tolumnia lemoniana is itself contested",explicit,0,2,Tolumnia lemoniana,Oncidium lemonianum Lindl.
Oncidium leucostomum,wcvp,synonym_of,Trichocentrum hians,139597,Hoffmanns.,Heterotypic,parent_conflict,"placed in 2 different parents: Trichocentrum hians, Grandiphyllum hians",explicit,0,2,Trichocentrum hians|Grandiphyllum hians,Oncidium leucostomum Hoffmanns.
Oncidium leucostomum,wfo,synonym_of,Grandiphyllum hians,wfo-0000256180,Hoffmanns. ex Lindl.,Unknown,parent_conflict,"placed in 2 different parents: Trichocentrum hians, Grandiphyllum hians",explicit,0,2,Trichocentrum hians|Grandiphyllum hians,Oncidium leucostomum Hoffmanns. ex Lindl.
Oncidium ligiae,wcvp,accepted+synonym_of,Oncidium sarahforsythiae,458641,(Königer & R.Escobar) M.W.Chase & N.H.Williams,Nomenclatural,status_conflict,"accepted by cites_csv, wcvp, wfo; treated as a synonym by wcvp, wfo (of Oncidium sarahforsythiae)",explicit,3,2,Oncidium sarahforsythiae,Oncidium ligiae (Königer & R.Escobar) M.W.Chase & N.H.Williams
Oncidium ligiae,wfo,accepted+synonym_of,Oncidium sarahforsythiae,wfo-0000256186,,,status_conflict,"accepted by cites_csv, wcvp, wfo; treated as a synonym by wcvp, wfo (of Oncidium sarahforsythiae)",explicit,3,2,Oncidium sarahforsythiae,
Oncidium ligiae,cites_csv,accepted,,82797,"Königer, 1995",,status_conflict,"accepted by cites_csv, wcvp, wfo; treated as a synonym by wcvp, wfo (of Oncidium sarahforsythiae)",explicit,3,2,Oncidium sarahforsythiae,"Oncidium ligiae Königer, 1995"
Oncidium lintriculus,wcvp,synonym_of,Oncidium maculatum,139607,Kraenzl.,Heterotypic,parent_contested,"all 3 source(s) place it in Oncidium maculatum, but Oncidium maculatum is itself contested",explicit,0,3,Oncidium maculatum,Oncidium lintriculus Kraenzl.
Oncidium lintriculus,wfo,synonym_of,Oncidium maculatum,wfo-0000256192,Kraenzl.,Unknown,parent_contested,"all 3 source(s) place it in Oncidium maculatum, but Oncidium maculatum is itself contested",explicit,0,3,Oncidium maculatum,Oncidium lintriculus Kraenzl.
Oncidium lintriculus,user_synonyms,synonym_of,Oncidium maculatum,10999,,Heterotypic,parent_contested,"all 3 source(s) place it in Oncidium maculatum, but Oncidium maculatum is itself contested",explicit,0,3,Oncidium maculatum,Oncidium lintriculus
Oncidium longipes,wcvp,synonym_of,Gomesa croesus|Gomesa longipes,139614,Lindl.,Homotypic,parent_conflict,"placed in 2 different parents: Gomesa croesus, Gomesa longipes",explicit,0,3,Gomesa croesus|Gomesa longipes,Oncidium longipes Lindl.
Oncidium longipes,wfo,synonym_of,Gomesa croesus|Gomesa longipes,wfo-0000256199,Lindl.,Unknown,parent_conflict,"placed in 2 different parents: Gomesa croesus, Gomesa longipes",explicit,0,3,Gomesa croesus|Gomesa longipes,Oncidium longipes Lindl.
Oncidium longipes,user_synonyms,synonym_of,Gomesa longipes,19891,,Heterotypic,parent_conflict,"placed in 2 different parents: Gomesa croesus, Gomesa longipes",explicit,0,3,Gomesa croesus|Gomesa longipes,Oncidium longipes var. monophyllum
Oncidium lucasianum,wcvp,synonym_of,Vitekorchis lucasiana,139618,Rolfe,Homotypic,parent_conflict,"placed in 2 different parents: Vitekorchis lucasiana, Vitekorchis lucasianus",explicit,0,2,Vitekorchis lucasiana|Vitekorchis lucasianus,Oncidium lucasianum Rolfe
Oncidium lucasianum,wfo,synonym_of,Vitekorchis lucasianus,wfo-0000256203,Rolfe,Unknown,parent_conflict,"placed in 2 different parents: Vitekorchis lucasiana, Vitekorchis lucasianus",explicit,0,2,Vitekorchis lucasiana|Vitekorchis lucasianus,Oncidium lucasianum Rolfe
Oncidium luerorum,wcvp,synonym_of,Oncidium higginsii|Otoglossum globuliferum,139622,Dodson,Heterotypic,parent_conflict,"placed in 2 different parents: Oncidium higginsii, Otoglossum globuliferum",explicit,0,3,Oncidium higginsii|Otoglossum globuliferum,Oncidium luerorum Dodson
Oncidium luerorum,wfo,synonym_of,Otoglossum globuliferum,wfo-0000256208,Dodson,Unknown,parent_conflict,"placed in 2 different parents: Oncidium higginsii, Otoglossum globuliferum",explicit,0,3,Oncidium higginsii|Otoglossum globuliferum,Oncidium luerorum Dodson
Oncidium luerorum,user_synonyms,synonym_of,Otoglossum globuliferum,18542,,Heterotypic,parent_conflict,"placed in 2 different parents: Oncidium higginsii, Otoglossum globuliferum",explicit,0,3,Oncidium higginsii|Otoglossum globuliferum,Oncidium luerorum
Oncidium luridum,wcvp,synonym_of,Tolumnia guttata|Trichocentrum cosymbephorum|Trichocentrum luridum|Trichocentrum oestlundianum,139624,Lindl.,Homotypic,parent_conflict,"placed in 4 different parents: Tolumnia guttata, Trichocentrum cosymbephorum, Trichocentrum luridum, Trichocentrum oestlundianum",explicit,0,3,Tolumnia guttata|Trichocentrum cosymbephorum|Trichocentrum luridum|Trichocentrum oestlundianum,Oncidium luridum Lindl.
Oncidium luridum,wfo,synonym_of,Tolumnia guttata|Trichocentrum cosymbephorum|Trichocentrum luridum|Trichocentrum oestlundianum,wfo-0000256210,Lindl.,Unknown,parent_conflict,"placed in 4 different parents: Tolumnia guttata, Trichocentrum cosymbephorum, Trichocentrum luridum, Trichocentrum oestlundianum",explicit,0,3,Tolumnia guttata|Trichocentrum cosymbephorum|Trichocentrum luridum|Trichocentrum oestlundianum,Oncidium luridum Lindl.
Oncidium luridum,user_synonyms,synonym_of,Tolumnia guttata|Trichocentrum cosymbephorum|Trichocentrum luridum|Trichocentrum oestlundianum,7924,,Heterotypic,parent_conflict,"placed in 4 different parents: Tolumnia guttata, Trichocentrum cosymbephorum, Trichocentrum luridum, Trichocentrum oestlundianum",explicit,0,3,Tolumnia guttata|Trichocentrum cosymbephorum|Trichocentrum luridum|Trichocentrum oestlundianum,Oncidium luridum var. atratum
Oncidium lyratum,wcvp,synonym_of,Tolumnia lyrata,139632,Withner,Homotypic,parent_conflict,"placed in 2 different parents: Tolumnia lyrata, Tolumnia guibertiana",explicit,0,2,Tolumnia lyrata|Tolumnia guibertiana,Oncidium lyratum Withner
Oncidium lyratum,wfo,synonym_of,Tolumnia guibertiana,wfo-0000256219,Withner,Unknown,parent_conflict,"placed in 2 different parents: Tolumnia lyrata, Tolumnia guibertiana",explicit,0,2,Tolumnia lyrata|Tolumnia guibertiana,Oncidium lyratum Withner
Oncidium machupicchuense,wcvp,synonym_of,Cyrtochilum machupicchuense,458649,(D.E.Benn. & Christenson) M.W.Chase & N.H.Williams,Homotypic,status_conflict,"accepted by cites_csv, wfo; treated as a synonym by wcvp (of Cyrtochilum machupicchuense)",explicit,2,1,Cyrtochilum machupicchuense,Oncidium machupicchuense (D.E.Benn. & Christenson) M.W.Chase & N.H.Williams
Oncidium machupicchuense,wfo,accepted,,wfo-0000913642,(D.E.Benn. & Christenson) M.W.Chase & N.H.Williams,,status_conflict,"accepted by cites_csv, wfo; treated as a synonym by wcvp (of Cyrtochilum machupicchuense)",explicit,2,1,Cyrtochilum machupicchuense,Oncidium machupicchuense (D.E.Benn. & Christenson) M.W.Chase & N.H.Williams
Oncidium machupicchuense,cites_csv,accepted,,71162,"(D.E.Benn. & Christenson) M.W.Chase & N.H.Williams, 2008",,status_conflict,"accepted by cites_csv, wfo; treated as a synonym by wcvp (of Cyrtochilum machupicchuense)",explicit,2,1,Cyrtochilum machupicchuense,"Oncidium machupicchuense (D.E.Benn. & Christenson) M.W.Chase & N.H.Williams, 2008"
Oncidium macropetalum,wcvp,synonym_of,Gomesa chrysoptera|Gomesa fuscopetala|Gomesa macropetala|Gomesa micropogon,139637,Lindl.,Homotypic,parent_conflict,"placed in 4 different parents: Gomesa chrysoptera, Gomesa fuscopetala, Gomesa macropetala, Gomesa micropogon",explicit,0,3,Gomesa chrysoptera|Gomesa fuscopetala|Gomesa macropetala|Gomesa micropogon,Oncidium macropetalum Lindl.
Oncidium macropetalum,wfo,synonym_of,Gomesa chrysoptera|Gomesa fuscopetala|Gomesa macropetala|Gomesa micropogon,wfo-0000256224,Lindl.,Unknown,parent_conflict,"placed in 4 different parents: Gomesa chrysoptera, Gomesa fuscopetala, Gomesa macropetala, Gomesa micropogon",explicit,0,3,Gomesa chrysoptera|Gomesa fuscopetala|Gomesa macropetala|Gomesa micropogon,Oncidium macropetalum Lindl.
Oncidium macropetalum,user_synonyms,synonym_of,Gomesa micropogon,18141,,Heterotypic,parent_conflict,"placed in 4 different parents: Gomesa chrysoptera, Gomesa fuscopetala, Gomesa macropetala, Gomesa micropogon",explicit,0,3,Gomesa chrysoptera|Gomesa fuscopetala|Gomesa macropetala|Gomesa micropogon,Oncidium macropetalum
Oncidium maculatum,wcvp,accepted+synonym_of,Oncidium hintonii|Rhynchostele maculata|Trichocentrum undulatum,139646,(Aubl.) Urb.,Nomenclatural,status_conflict,"accepted by cites_csv, user_synonyms, wcvp, wfo; treated as a synonym by user_synonyms, wcvp, wfo (of Oncidium hintonii, Rhynchostele maculata, Trichocentrum undulatum)",explicit,4,3,Oncidium hintonii|Rhynchostele maculata|Trichocentrum undulatum,Oncidium maculatum (Aubl.) Urb.
Oncidium maculatum,wfo,accepted+synonym_of,Oncidium hintonii|Rhynchostele maculata|Trichocentrum undulatum,wfo-0000256234,(Aubl.) Urb.,Unknown,status_conflict,"accepted by cites_csv, user_synonyms, wcvp, wfo; treated as a synonym by user_synonyms, wcvp, wfo (of Oncidium hintonii, Rhynchostele maculata, Trichocentrum undulatum)",explicit,4,3,Oncidium hintonii|Rhynchostele maculata|Trichocentrum undulatum,Oncidium maculatum (Aubl.) Urb.
Oncidium maculatum,cites_csv,accepted,,25123,"(Lindl.) Lindl., 1841",,status_conflict,"accepted by cites_csv, user_synonyms, wcvp, wfo; treated as a synonym by user_synonyms, wcvp, wfo (of Oncidium hintonii, Rhynchostele maculata, Trichocentrum undulatum)",explicit,4,3,Oncidium hintonii|Rhynchostele maculata|Trichocentrum undulatum,"Oncidium maculatum (Lindl.) Lindl., 1841"
Oncidium maculatum,user_synonyms,accepted+synonym_of,Oncidium hintonii|Rhynchostele maculata|Trichocentrum undulatum,2670,,Homotypic,status_conflict,"accepted by cites_csv, user_synonyms, wcvp, wfo; treated as a synonym by user_synonyms, wcvp, wfo (of Oncidium hintonii, Rhynchostele maculata, Trichocentrum undulatum)",explicit,4,3,Oncidium hintonii|Rhynchostele maculata|Trichocentrum undulatum,Oncidium maculatum
