binomial,source,source_says_relation,source_says_accepted_parent,source_record_id,authority,synonym_type,contest_class,contest_reason,evidence,n_sources_accepted,n_sources_synonym,all_claimed_parents,name_full
Bulbophyllum cominsii,cites_csv,accepted,,29530,Rolfe,,status_conflict,"accepted by cites_csv; treated as a synonym by cites_pdf, user_synonyms, wcvp, wfo (of Bulbophyllum grandiflorum)",explicit,1,4,Bulbophyllum grandiflorum,Bulbophyllum cominsii Rolfe
Bulbophyllum cominsii,cites_pdf,synonym_of,Bulbophyllum grandiflorum,p73_y192.1_0,Rolfe,Unknown,status_conflict,"accepted by cites_csv; treated as a synonym by cites_pdf, user_synonyms, wcvp, wfo (of Bulbophyllum grandiflorum)",explicit,1,4,Bulbophyllum grandiflorum,Bulbophyllum cominsii Rolfe
Bulbophyllum cominsii,user_synonyms,synonym_of,Bulbophyllum grandiflorum,11759,,Heterotypic,status_conflict,"accepted by cites_csv; treated as a synonym by cites_pdf, user_synonyms, wcvp, wfo (of Bulbophyllum grandiflorum)",explicit,1,4,Bulbophyllum grandiflorum,Bulbophyllum cominsii
Bulbophyllum commersonii,wcvp,synonym_of,Bulbophyllum incurvum,25529,Thouars,Heterotypic,status_conflict,"accepted by cites_csv, cites_pdf; treated as a synonym by user_synonyms, wcvp, wfo (of Bulbophyllum incurvum)",explicit,2,3,Bulbophyllum incurvum,Bulbophyllum commersonii Thouars
Bulbophyllum commersonii,wfo,synonym_of,Bulbophyllum incurvum,wfo-0000476570,Thouars,Unknown,status_conflict,"accepted by cites_csv, cites_pdf; treated as a synonym by user_synonyms, wcvp, wfo (of Bulbophyllum incurvum)",explicit,2,3,Bulbophyllum incurvum,Bulbophyllum commersonii Thouars
Bulbophyllum commersonii,cites_csv,accepted,,15634,Thouars,,status_conflict,"accepted by cites_csv, cites_pdf; treated as a synonym by user_synonyms, wcvp, wfo (of Bulbophyllum incurvum)",explicit,2,3,Bulbophyllum incurvum,Bulbophyllum commersonii Thouars
Bulbophyllum commersonii,cites_pdf,accepted,,,Thouars,,status_conflict,"accepted by cites_csv, cites_pdf; treated as a synonym by user_synonyms, wcvp, wfo (of Bulbophyllum incurvum)",implied_by_synonym_row,2,3,Bulbophyllum incurvum,Bulbophyllum commersonii Thouars
Bulbophyllum commersonii,user_synonyms,synonym_of,Bulbophyllum incurvum,22937,,Heterotypic,status_conflict,"accepted by cites_csv, cites_pdf; treated as a synonym by user_synonyms, wcvp, wfo (of Bulbophyllum incurvum)",explicit,2,3,Bulbophyllum incurvum,Bulbophyllum commersonii
Bulbophyllum comosum,wcvp,accepted+synonym_of,Bulbophyllum reflexiflorum,25534,,,status_conflict,"accepted by cites_csv, cites_pdf, user_synonyms, wcvp, wfo; treated as a synonym by cites_pdf, wcvp, wfo (of Bulbophyllum reflexiflorum)",explicit,5,3,Bulbophyllum reflexiflorum,
Bulbophyllum comosum,wfo,accepted+synonym_of,Bulbophyllum reflexiflorum,wfo-0000476788,H.Perrier,Unknown,status_conflict,"accepted by cites_csv, cites_pdf, user_synonyms, wcvp, wfo; treated as a synonym by cites_pdf, wcvp, wfo (of Bulbophyllum reflexiflorum)",explicit,5,3,Bulbophyllum reflexiflorum,Bulbophyllum comosum H.Perrier
Bulbophyllum comosum,cites_csv,accepted,,21953,Collett & Hemsl.,,status_conflict,"accepted by cites_csv, cites_pdf, user_synonyms, wcvp, wfo; treated as a synonym by cites_pdf, wcvp, wfo (of Bulbophyllum reflexiflorum)",explicit,5,3,Bulbophyllum reflexiflorum,Bulbophyllum comosum Collett & Hemsl.
Bulbophyllum comosum,cites_pdf,accepted+synonym_of,Bulbophyllum reflexiflorum,p73_y287.7_2,H.Perrier,Unknown,status_conflict,"accepted by cites_csv, cites_pdf, user_synonyms, wcvp, wfo; treated as a synonym by cites_pdf, wcvp, wfo (of Bulbophyllum reflexiflorum)",explicit,5,3,Bulbophyllum reflexiflorum,Bulbophyllum comosum H.Perrier
Bulbophyllum comosum,user_synonyms,accepted,,,,,status_conflict,"accepted by cites_csv, cites_pdf, user_synonyms, wcvp, wfo; treated as a synonym by cites_pdf, wcvp, wfo (of Bulbophyllum reflexiflorum)",implied_by_synonym_row,5,3,Bulbophyllum reflexiflorum,Bulbophyllum comosum
Bulbophyllum compressum,wcvp,accepted+synonym_of,Bulbophyllum pusillum,25539,,,status_conflict,"accepted by cites_csv, wcvp, wfo; treated as a synonym by cites_pdf, user_synonyms, wcvp, wfo (of Bulbophyllum pusillum, Bulbophyllum sambiranense)",explicit,3,4,Bulbophyllum pusillum|Bulbophyllum sambiranense,
Bulbophyllum compressum,wfo,accepted+synonym_of,Bulbophyllum pusillum,wfo-0000476898,Frapp. ex Cordem.,Unknown,status_conflict,"accepted by cites_csv, wcvp, wfo; treated as a synonym by cites_pdf, user_synonyms, wcvp, wfo (of Bulbophyllum pusillum, Bulbophyllum sambiranense)",explicit,3,4,Bulbophyllum pusillum|Bulbophyllum sambiranense,Bulbophyllum compressum Frapp. ex Cordem.
Bulbophyllum compressum,cites_csv,accepted,,21650,Teijsm. & Binn.,,status_conflict,"accepted by cites_csv, wcvp, wfo; treated as a synonym by cites_pdf, user_synonyms, wcvp, wfo (of Bulbophyllum pusillum, Bulbophyllum sambiranense)",explicit,3,4,Bulbophyllum pusillum|Bulbophyllum sambiranense,Bulbophyllum compressum Teijsm. & Binn.
Bulbophyllum compressum,cites_pdf,synonym_of,Bulbophyllum sambiranense,p73_y371.4_4,Frapp. ex Cordem.,Unknown,status_conflict,"accepted by cites_csv, wcvp, wfo; treated as a synonym by cites_pdf, user_synonyms, wcvp, wfo (of Bulbophyllum pusillum, Bulbophyllum sambiranense)",explicit,3,4,Bulbophyllum pusillum|Bulbophyllum sambiranense,Bulbophyllum compressum Frapp. ex Cordem.
Bulbophyllum compressum,user_synonyms,synonym_of,Bulbophyllum pusillum,13092,,Heterotypic,status_conflict,"accepted by cites_csv, wcvp, wfo; treated as a synonym by cites_pdf, user_synonyms, wcvp, wfo (of Bulbophyllum pusillum, Bulbophyllum sambiranense)",explicit,3,4,Bulbophyllum pusillum|Bulbophyllum sambiranense,Bulbophyllum compressum
Bulbophyllum concavum,wcvp,synonym_of,Bulbophyllum cornutum,25543,Ames & C.Schweinf.,Heterotypic,parent_contested,"all 4 source(s) place it in Bulbophyllum cornutum, but Bulbophyllum cornutum is itself contested",explicit,0,4,Bulbophyllum cornutum,Bulbophyllum concavum Ames & C.Schweinf.
Bulbophyllum concavum,wfo,synonym_of,Bulbophyllum cornutum,wfo-0000477016,Ames & C.Schweinf.,Unknown,parent_contested,"all 4 source(s) place it in Bulbophyllum cornutum, but Bulbophyllum cornutum is itself contested",explicit,0,4,Bulbophyllum cornutum,Bulbophyllum concavum Ames & C.Schweinf.
Bulbophyllum concavum,cites_pdf,synonym_of,Bulbophyllum cornutum,p73_y443.1_5,Ames & C.Schweinf.,Unknown,parent_contested,"all 4 source(s) place it in Bulbophyllum cornutum, but Bulbophyllum cornutum is itself contested",explicit,0,4,Bulbophyllum cornutum,Bulbophyllum concavum Ames & C.Schweinf.
Bulbophyllum concavum,user_synonyms,synonym_of,Bulbophyllum cornutum,20775,,Heterotypic,parent_contested,"all 4 source(s) place it in Bulbophyllum cornutum, but Bulbophyllum cornutum is itself contested",explicit,0,4,Bulbophyllum cornutum,Bulbophyllum concavum
Bulbophyllum conchiferum,wcvp,accepted,,25545,Rchb.f.,,status_conflict,"accepted by wcvp; treated as a synonym by cites_pdf, wfo (of Bulbophyllum khasyanum)",explicit,1,2,Bulbophyllum khasyanum,Bulbophyllum conchiferum Rchb.f.
Bulbophyllum conchiferum,wfo,synonym_of,Bulbophyllum khasyanum,wfo-0000477064,Rchb.f.,Unknown,status_conflict,"accepted by wcvp; treated as a synonym by cites_pdf, wfo (of Bulbophyllum khasyanum)",explicit,1,2,Bulbophyllum khasyanum,Bulbophyllum conchiferum Rchb.f.
Bulbophyllum conchiferum,cites_pdf,synonym_of,Bulbophyllum khasyanum,p73_y479.0_6,Rchb.f.,Unknown,status_conflict,"accepted by wcvp; treated as a synonym by cites_pdf, wfo (of Bulbophyllum khasyanum)",explicit,1,2,Bulbophyllum khasyanum,Bulbophyllum conchiferum Rchb.f.
Bulbophyllum confragosum,wcvp,synonym_of,Bulbophyllum setaceum,488229,T.P.Lin & Y.N.Chang,Homotypic,status_conflict,"accepted by cites_csv; treated as a synonym by wcvp, wfo (of Bulbophyllum setaceum)",explicit,1,2,Bulbophyllum setaceum,Bulbophyllum confragosum T.P.Lin & Y.N.Chang
Bulbophyllum confragosum,wfo,synonym_of,Bulbophyllum setaceum,wfo-0001337780,T.P.Lin & Y.N.Chang,Unknown,status_conflict,"accepted by cites_csv; treated as a synonym by wcvp, wfo (of Bulbophyllum setaceum)",explicit,1,2,Bulbophyllum setaceum,Bulbophyllum confragosum T.P.Lin & Y.N.Chang
Bulbophyllum confragosum,cites_csv,accepted,,102675,T.P.Lin & Y.N.Chang,,status_conflict,"accepted by cites_csv; treated as a synonym by wcvp, wfo (of Bulbophyllum setaceum)",explicit,1,2,Bulbophyllum setaceum,Bulbophyllum confragosum T.P.Lin & Y.N.Chang
Bulbophyllum confusum,wfo,synonym_of,Bulbophyllum wallichii,wfo-0000917122,"(Garay, Hamer & Siegerist) Sieder & Kiehn",Unknown,parent_conflict,"placed in 2 different parents: Bulbophyllum wallichii, Bulbophyllum retusiusculum",explicit,0,2,Bulbophyllum wallichii|Bulbophyllum retusiusculum,"Bulbophyllum confusum (Garay, Hamer & Siegerist) Sieder & Kiehn"
Bulbophyllum confusum,cites_pdf,synonym_of,Bulbophyllum retusiusculum,p73_y574.6_8,"(Garay, Hamer & Siegerist) Sieder & Kiehn",Unknown,parent_conflict,"placed in 2 different parents: Bulbophyllum wallichii, Bulbophyllum retusiusculum",explicit,0,2,Bulbophyllum wallichii|Bulbophyllum retusiusculum,"Bulbophyllum confusum (Garay, Hamer & Siegerist) Sieder & Kiehn"
Bulbophyllum congestum,wcvp,synonym_of,Bulbophyllum odoratissimum,25551,Rolfe,Heterotypic,parent_contested,"all 3 source(s) place it in Bulbophyllum odoratissimum, but Bulbophyllum odoratissimum is itself contested",explicit,0,3,Bulbophyllum odoratissimum,Bulbophyllum congestum Rolfe
Bulbophyllum congestum,wfo,synonym_of,Bulbophyllum odoratissimum,wfo-0000477171,Rolfe,Unknown,parent_contested,"all 3 source(s) place it in Bulbophyllum odoratissimum, but Bulbophyllum odoratissimum is itself contested",explicit,0,3,Bulbophyllum odoratissimum,Bulbophyllum congestum Rolfe
Bulbophyllum congestum,cites_pdf,synonym_of,Bulbophyllum odoratissimum,p73_y610.5_9,Rolfe,Unknown,parent_contested,"all 3 source(s) place it in Bulbophyllum odoratissimum, but Bulbophyllum odoratissimum is itself contested",explicit,0,3,Bulbophyllum odoratissimum,Bulbophyllum congestum Rolfe
Bulbophyllum congolense,wcvp,synonym_of,Bulbophyllum imbricatum,25553,(De Wild.) De Wild.,Heterotypic,parent_contested,"all 4 source(s) place it in Bulbophyllum imbricatum, but Bulbophyllum imbricatum is itself contested",explicit,0,4,Bulbophyllum imbricatum,Bulbophyllum congolense (De Wild.) De Wild.
Bulbophyllum congolense,wfo,synonym_of,Bulbophyllum imbricatum,wfo-0000477293,(De Wild.) De Wild.,Unknown,parent_contested,"all 4 source(s) place it in Bulbophyllum imbricatum, but Bulbophyllum imbricatum is itself contested",explicit,0,4,Bulbophyllum imbricatum,Bulbophyllum congolense (De Wild.) De Wild.
Bulbophyllum congolense,cites_pdf,synonym_of,Bulbophyllum imbricatum,p73_y658.3_11,(De Wild.) De Wild.,Unknown,parent_contested,"all 4 source(s) place it in Bulbophyllum imbricatum, but Bulbophyllum imbricatum is itself contested",explicit,0,4,Bulbophyllum imbricatum,Bulbophyllum congolense (De Wild.) De Wild.
Bulbophyllum congolense,user_synonyms,synonym_of,Bulbophyllum imbricatum,4897,,Heterotypic,parent_contested,"all 4 source(s) place it in Bulbophyllum imbricatum, but Bulbophyllum imbricatum is itself contested",explicit,0,4,Bulbophyllum imbricatum,Bulbophyllum congolense
Bulbophyllum contortum,wcvp,synonym_of,Bulbophyllum lemniscatum,3289488,"Zhuang Zhou, P.Y.Wu & Z.J.Liu",Heterotypic,status_conflict,"accepted by wfo; treated as a synonym by user_synonyms, wcvp (of Bulbophyllum lemniscatum)",explicit,1,2,Bulbophyllum lemniscatum,"Bulbophyllum contortum Zhuang Zhou, P.Y.Wu & Z.J.Liu"
Bulbophyllum contortum,wfo,accepted,,wfo-1000040639,"Zhuang Zhou, P.Y.Wu & Z.J.Liu",,status_conflict,"accepted by wfo; treated as a synonym by user_synonyms, wcvp (of Bulbophyllum lemniscatum)",explicit,1,2,Bulbophyllum lemniscatum,"Bulbophyllum contortum Zhuang Zhou, P.Y.Wu & Z.J.Liu"
Bulbophyllum contortum,user_synonyms,synonym_of,Bulbophyllum lemniscatum,12318,,Heterotypic,status_conflict,"accepted by wfo; treated as a synonym by user_synonyms, wcvp (of Bulbophyllum lemniscatum)",explicit,1,2,Bulbophyllum lemniscatum,Bulbophyllum contortum
Bulbophyllum cornutum,wcvp,accepted+synonym_of,Bulbophyllum ecornutum|Bulbophyllum zebrinum,25573,,,status_conflict,"accepted by cites_csv, cites_pdf, user_synonyms, wcvp, wfo; treated as a synonym by cites_pdf, user_synonyms, wcvp, wfo (of Bulbophyllum ecornutum, Bulbophyllum zebrinum)",explicit,5,4,Bulbophyllum ecornutum|Bulbophyllum zebrinum,
Bulbophyllum cornutum,wfo,accepted+synonym_of,Bulbophyllum ecornutum|Bulbophyllum zebrinum,wfo-0000478519,,,status_conflict,"accepted by cites_csv, cites_pdf, user_synonyms, wcvp, wfo; treated as a synonym by cites_pdf, user_synonyms, wcvp, wfo (of Bulbophyllum ecornutum, Bulbophyllum zebrinum)",explicit,5,4,Bulbophyllum ecornutum|Bulbophyllum zebrinum,
Bulbophyllum cornutum,cites_csv,accepted,,15976,(Blume) Rchb.f.,,status_conflict,"accepted by cites_csv, cites_pdf, user_synonyms, wcvp, wfo; treated as a synonym by cites_pdf, user_synonyms, wcvp, wfo (of Bulbophyllum ecornutum, Bulbophyllum zebrinum)",explicit,5,4,Bulbophyllum ecornutum|Bulbophyllum zebrinum,Bulbophyllum cornutum (Blume) Rchb.f.
Bulbophyllum cornutum,cites_pdf,accepted+synonym_of,Bulbophyllum ecornutum|Bulbophyllum zebrinum,p74_y311.6_6,Ridl.,Unknown,status_conflict,"accepted by cites_csv, cites_pdf, user_synonyms, wcvp, wfo; treated as a synonym by cites_pdf, user_synonyms, wcvp, wfo (of Bulbophyllum ecornutum, Bulbophyllum zebrinum)",explicit,5,4,Bulbophyllum ecornutum|Bulbophyllum zebrinum,Bulbophyllum cornutum Ridl.
Bulbophyllum cornutum,user_synonyms,accepted+synonym_of,Bulbophyllum ecornutum|Bulbophyllum zebrinum,3308,,Homotypic,status_conflict,"accepted by cites_csv, cites_pdf, user_synonyms, wcvp, wfo; treated as a synonym by cites_pdf, user_synonyms, wcvp, wfo (of Bulbophyllum ecornutum, Bulbophyllum zebrinum)",explicit,5,4,Bulbophyllum ecornutum|Bulbophyllum zebrinum,Bulbophyllum cornutum var. ecornutum
Bulbophyllum crassifolium,wcvp,accepted+synonym_of,Bulbophyllum osyricera,25585,,,status_conflict,"accepted by cites_csv, cites_pdf, user_synonyms, wcvp, wfo; treated as a synonym by cites_pdf, wcvp, wfo (of Bulbophyllum osyricera)",explicit,5,3,Bulbophyllum osyricera,
Bulbophyllum crassifolium,wfo,accepted+synonym_of,Bulbophyllum osyricera,wfo-0000479156,(Blume) J.J.Sm.,Unknown,status_conflict,"accepted by cites_csv, cites_pdf, user_synonyms, wcvp, wfo; treated as a synonym by cites_pdf, wcvp, wfo (of Bulbophyllum osyricera)",explicit,5,3,Bulbophyllum osyricera,Bulbophyllum crassifolium (Blume) J.J.Sm.
Bulbophyllum crassifolium,cites_csv,accepted,,17087,Thwaites ex Trimen,,status_conflict,"accepted by cites_csv, cites_pdf, user_synonyms, wcvp, wfo; treated as a synonym by cites_pdf, wcvp, wfo (of Bulbophyllum osyricera)",explicit,5,3,Bulbophyllum osyricera,Bulbophyllum crassifolium Thwaites ex Trimen
Bulbophyllum crassifolium,cites_pdf,accepted+synonym_of,Bulbophyllum osyricera,p74_y562.7_14,(Blume) J.J.Sm.,Unknown,status_conflict,"accepted by cites_csv, cites_pdf, user_synonyms, wcvp, wfo; treated as a synonym by cites_pdf, wcvp, wfo (of Bulbophyllum osyricera)",explicit,5,3,Bulbophyllum osyricera,Bulbophyllum crassifolium (Blume) J.J.Sm.
Bulbophyllum crassifolium,user_synonyms,accepted,,,,,status_conflict,"accepted by cites_csv, cites_pdf, user_synonyms, wcvp, wfo; treated as a synonym by cites_pdf, wcvp, wfo (of Bulbophyllum osyricera)",implied_by_synonym_row,5,3,Bulbophyllum osyricera,Bulbophyllum crassifolium
Bulbophyllum crassulifolium,wcvp,synonym_of,Bulbophyllum shepherdii,25591,(A.Cunn.) Rupp,Heterotypic,parent_contested,"all 4 source(s) place it in Bulbophyllum shepherdii, but Bulbophyllum shepherdii is itself contested",explicit,0,4,Bulbophyllum shepherdii,Bulbophyllum crassulifolium (A.Cunn.) Rupp
Bulbophyllum crassulifolium,wfo,synonym_of,Bulbophyllum shepherdii,wfo-0000479542,(A.Cunn.) Rupp,Unknown,parent_contested,"all 4 source(s) place it in Bulbophyllum shepherdii, but Bulbophyllum shepherdii is itself contested",explicit,0,4,Bulbophyllum shepherdii,Bulbophyllum crassulifolium (A.Cunn.) Rupp
Bulbophyllum crassulifolium,cites_pdf,synonym_of,Bulbophyllum shepherdii,p74_y634.4_17,(A.Cunn.) Rupp,Unknown,parent_contested,"all 4 source(s) place it in Bulbophyllum shepherdii, but Bulbophyllum shepherdii is itself contested",explicit,0,4,Bulbophyllum shepherdii,Bulbophyllum crassulifolium (A.Cunn.) Rupp
Bulbophyllum crassulifolium,user_synonyms,synonym_of,Bulbophyllum shepherdii,5002,,Heterotypic,parent_contested,"all 4 source(s) place it in Bulbophyllum shepherdii, but Bulbophyllum shepherdii is itself contested",explicit,0,4,Bulbophyllum shepherdii,Bulbophyllum crassulifolium
Bulbophyllum cryptanthum,wcvp,accepted+synonym_of,Bulbophyllum dichilus,25606,,,status_conflict,"accepted by cites_csv, wcvp, wfo; treated as a synonym by cites_pdf, wcvp, wfo (of Bulbophyllum dichilus)",explicit,3,3,Bulbophyllum dichilus,
Bulbophyllum cryptanthum,wfo,accepted+synonym_of,Bulbophyllum dichilus,wfo-0000480234,Schltr.,Unknown,status_conflict,"accepted by cites_csv, wcvp, wfo; treated as a synonym by cites_pdf, wcvp, wfo (of Bulbophyllum dichilus)",explicit,3,3,Bulbophyllum dichilus,Bulbophyllum cryptanthum Schltr.
Bulbophyllum cryptanthum,cites_csv,accepted,,28329,Cogn.,,status_conflict,"accepted by cites_csv, wcvp, wfo; treated as a synonym by cites_pdf, wcvp, wfo (of Bulbophyllum dichilus)",explicit,3,3,Bulbophyllum dichilus,Bulbophyllum cryptanthum Cogn.
Bulbophyllum cryptanthum,cites_pdf,synonym_of,Bulbophyllum dichilus,p75_y192.1_0,Schltr.,Unknown,status_conflict,"accepted by cites_csv, wcvp, wfo; treated as a synonym by cites_pdf, wcvp, wfo (of Bulbophyllum dichilus)",explicit,3,3,Bulbophyllum dichilus,Bulbophyllum cryptanthum Schltr.
Bulbophyllum cryptophoranthoides,wcvp,synonym_of,Bulbophyllum cryptophoranthus|Bulbophyllum membranifolium,25607,Kraenzl.,Heterotypic,parent_conflict,"placed in 2 different parents: Bulbophyllum cryptophoranthus, Bulbophyllum membranifolium",explicit,0,4,Bulbophyllum cryptophoranthus|Bulbophyllum membranifolium,Bulbophyllum cryptophoranthoides Kraenzl.
Bulbophyllum cryptophoranthoides,wfo,synonym_of,Bulbophyllum cryptophoranthus|Bulbophyllum membranifolium,wfo-0000480355,Kraenzl.,Unknown,parent_conflict,"placed in 2 different parents: Bulbophyllum cryptophoranthus, Bulbophyllum membranifolium",explicit,0,4,Bulbophyllum cryptophoranthus|Bulbophyllum membranifolium,Bulbophyllum cryptophoranthoides Kraenzl.
Bulbophyllum cryptophoranthoides,cites_pdf,synonym_of,Bulbophyllum cryptophoranthus|Bulbophyllum membranifolium,p75_y204.0_1,Garay,Unknown,parent_conflict,"placed in 2 different parents: Bulbophyllum cryptophoranthus, Bulbophyllum membranifolium",explicit,0,4,Bulbophyllum cryptophoranthus|Bulbophyllum membranifolium,Bulbophyllum cryptophoranthoides Garay
Bulbophyllum cryptophoranthoides,user_synonyms,synonym_of,Bulbophyllum cryptophoranthus,3296,,Homotypic,parent_conflict,"placed in 2 different parents: Bulbophyllum cryptophoranthus, Bulbophyllum membranifolium",explicit,0,4,Bulbophyllum cryptophoranthus|Bulbophyllum membranifolium,Bulbophyllum cryptophoranthoides
Bulbophyllum cupreum,wcvp,accepted+synonym_of,Bulbophyllum careyanum|Bulbophyllum rufinum|Bulbophyllum sterile,25618,Hook.,Nomenclatural,status_conflict,"accepted by cites_csv, cites_pdf, user_synonyms, wcvp, wfo; treated as a synonym by cites_pdf, user_synonyms, wcvp, wfo (of Bulbophyllum careyanum, Bulbophyllum rufinum, Bulbophyllum sterile)",explicit,5,4,Bulbophyllum careyanum|Bulbophyllum rufinum|Bulbophyllum sterile,Bulbophyllum cupreum Hook.
Bulbophyllum cupreum,wfo,accepted+synonym_of,Bulbophyllum careyanum|Bulbophyllum rufinum|Bulbophyllum sterile,wfo-0000481197,Hook.,Unknown,status_conflict,"accepted by cites_csv, cites_pdf, user_synonyms, wcvp, wfo; treated as a synonym by cites_pdf, user_synonyms, wcvp, wfo (of Bulbophyllum careyanum, Bulbophyllum rufinum, Bulbophyllum sterile)",explicit,5,4,Bulbophyllum careyanum|Bulbophyllum rufinum|Bulbophyllum sterile,Bulbophyllum cupreum Hook.
Bulbophyllum cupreum,cites_csv,accepted,,27636,Lindl.,,status_conflict,"accepted by cites_csv, cites_pdf, user_synonyms, wcvp, wfo; treated as a synonym by cites_pdf, user_synonyms, wcvp, wfo (of Bulbophyllum careyanum, Bulbophyllum rufinum, Bulbophyllum sterile)",explicit,5,4,Bulbophyllum careyanum|Bulbophyllum rufinum|Bulbophyllum sterile,Bulbophyllum cupreum Lindl.
Bulbophyllum cupreum,cites_pdf,accepted+synonym_of,Bulbophyllum careyanum,p75_y419.2_5,Hook.,Unknown,status_conflict,"accepted by cites_csv, cites_pdf, user_synonyms, wcvp, wfo; treated as a synonym by cites_pdf, user_synonyms, wcvp, wfo (of Bulbophyllum careyanum, Bulbophyllum rufinum, Bulbophyllum sterile)",explicit,5,4,Bulbophyllum careyanum|Bulbophyllum rufinum|Bulbophyllum sterile,Bulbophyllum cupreum Hook.
Bulbophyllum cupreum,user_synonyms,accepted+synonym_of,Bulbophyllum careyanum|Bulbophyllum rufinum|Bulbophyllum sterile,731,,Heterotypic,status_conflict,"accepted by cites_csv, cites_pdf, user_synonyms, wcvp, wfo; treated as a synonym by cites_pdf, user_synonyms, wcvp, wfo (of Bulbophyllum careyanum, Bulbophyllum rufinum, Bulbophyllum sterile)",explicit,5,4,Bulbophyllum careyanum|Bulbophyllum rufinum|Bulbophyllum sterile,Bulbophyllum cupreum var. flavum
Bulbophyllum cupuligerum,wcvp,synonym_of,Porpax cupuligera,25620,Kraenzl.,Homotypic,parent_conflict,"placed in 2 different parents: Porpax cupuligera, Stolzia cupuligera",explicit,0,3,Porpax cupuligera|Stolzia cupuligera,Bulbophyllum cupuligerum Kraenzl.
Bulbophyllum cupuligerum,wfo,synonym_of,Porpax cupuligera,wfo-0000481366,Kraenzl.,Unknown,parent_conflict,"placed in 2 different parents: Porpax cupuligera, Stolzia cupuligera",explicit,0,3,Porpax cupuligera|Stolzia cupuligera,Bulbophyllum cupuligerum Kraenzl.
Bulbophyllum cupuligerum,cites_pdf,synonym_of,Stolzia cupuligera,p75_y443.1_6,Kraenzl.,Unknown,parent_conflict,"placed in 2 different parents: Porpax cupuligera, Stolzia cupuligera",explicit,0,3,Porpax cupuligera|Stolzia cupuligera,Bulbophyllum cupuligerum Kraenzl.
Bulbophyllum curtisii,wcvp,synonym_of,Bulbophyllum corolliferum|Bulbophyllum purpurascens,25623,(Hook.f.) J.J.Sm.,Nomenclatural,parent_conflict,"placed in 2 different parents: Bulbophyllum corolliferum, Bulbophyllum purpurascens",explicit,0,4,Bulbophyllum corolliferum|Bulbophyllum purpurascens,Bulbophyllum curtisii (Hook.f.) J.J.Sm.
Bulbophyllum curtisii,wfo,synonym_of,Bulbophyllum corolliferum|Bulbophyllum purpurascens,wfo-0000481558,Ridl.,Unknown,parent_conflict,"placed in 2 different parents: Bulbophyllum corolliferum, Bulbophyllum purpurascens",explicit,0,4,Bulbophyllum corolliferum|Bulbophyllum purpurascens,Bulbophyllum curtisii Ridl.
Bulbophyllum curtisii,cites_pdf,synonym_of,Bulbophyllum corolliferum|Bulbophyllum purpurascens,p75_y479.0_7,(Hook.f.) J.J.Sm.,Unknown,parent_conflict,"placed in 2 different parents: Bulbophyllum corolliferum, Bulbophyllum purpurascens",explicit,0,4,Bulbophyllum corolliferum|Bulbophyllum purpurascens,Bulbophyllum curtisii (Hook.f.) J.J.Sm.
Bulbophyllum curtisii,user_synonyms,synonym_of,Bulbophyllum corolliferum|Bulbophyllum purpurascens,491,,Heterotypic,parent_conflict,"placed in 2 different parents: Bulbophyllum corolliferum, Bulbophyllum purpurascens",explicit,0,4,Bulbophyllum corolliferum|Bulbophyllum purpurascens,Bulbophyllum curtisii var. purpureum
Bulbophyllum cuspidipetalum,wcvp,accepted+synonym_of,Bulbophyllum sepikense,25629,,,status_conflict,"accepted by cites_csv, wcvp, wfo; treated as a synonym by cites_pdf, wcvp, wfo (of Bulbophyllum sepikense)",explicit,3,3,Bulbophyllum sepikense,
Bulbophyllum cuspidipetalum,wfo,accepted+synonym_of,Bulbophyllum sepikense,wfo-0000482121,,,status_conflict,"accepted by cites_csv, wcvp, wfo; treated as a synonym by cites_pdf, wcvp, wfo (of Bulbophyllum sepikense)",explicit,3,3,Bulbophyllum sepikense,
Bulbophyllum cuspidipetalum,cites_csv,accepted,,21203,J.J.Sm.,,status_conflict,"accepted by cites_csv, wcvp, wfo; treated as a synonym by cites_pdf, wcvp, wfo (of Bulbophyllum sepikense)",explicit,3,3,Bulbophyllum sepikense,Bulbophyllum cuspidipetalum J.J.Sm.
Bulbophyllum cuspidipetalum,cites_pdf,synonym_of,Bulbophyllum sepikense,p75_y634.4_11,Schltr.,Unknown,status_conflict,"accepted by cites_csv, wcvp, wfo; treated as a synonym by cites_pdf, wcvp, wfo (of Bulbophyllum sepikense)",explicit,3,3,Bulbophyllum sepikense,Bulbophyllum cuspidipetalum Schltr.
Bulbophyllum cylindraceum,wcvp,accepted+synonym_of,Bulbophyllum khasyanum,25638,,,status_conflict,"accepted by cites_csv, cites_pdf, user_synonyms, wcvp, wfo; treated as a synonym by cites_pdf, user_synonyms, wcvp, wfo (of Bulbophyllum khasyanum)",explicit,5,4,Bulbophyllum khasyanum,
Bulbophyllum cylindraceum,wfo,accepted+synonym_of,Bulbophyllum khasyanum,wfo-0000482777,,,status_conflict,"accepted by cites_csv, cites_pdf, user_synonyms, wcvp, wfo; treated as a synonym by cites_pdf, user_synonyms, wcvp, wfo (of Bulbophyllum khasyanum)",explicit,5,4,Bulbophyllum khasyanum,
Bulbophyllum cylindraceum,cites_csv,accepted,,25955,Wall. ex Lindl.,,status_conflict,"accepted by cites_csv, cites_pdf, user_synonyms, wcvp, wfo; treated as a synonym by cites_pdf, user_synonyms, wcvp, wfo (of Bulbophyllum khasyanum)",explicit,5,4,Bulbophyllum khasyanum,Bulbophyllum cylindraceum Wall. ex Lindl.
